3173,18
9920,53
1807,80
9311,28
9955,28
5528,18
5925,53
4413,80
459,18
9318,16
3090,28
9455,80
8692,27
9762,10402
979,53
251,18
5460,10749
411,10751
1427,14
2966,12
1581,10749
1613,53
9973,12
8992,10749
5185,80
7515,18
98,12
9843,80
8284,80
9367,28
1859,10749
6547,35
667,53
5937,36
1413,18
5071,18
2062,35
6029,9648
9620,12
5927,28
64,18
9800,18
95,28
1808,18
913,18
244,18
1419,35
4441,10749
4267,18
499,18
1892,12
7191,878
9842,10749
6488,35
3053,27
1247,53
494,28
1877,28
2,18
507,53
1023,80
617,53
6623,28
9404,53
750,9648
93,18
4474,35
292,35
9675,35
9453,18
532,10751
608,28
483,80
5759,35
1891,12
8951,18
335,37
9726,35
4170,18
464,10402
8221,35
9488,10751
6068,10749
1969,28
4255,28
4339,35
9357,27
1879,18
9799,80
4365,27
7182,53
66,80
9026,10749
7871,35
585,35
136,27
931,27
9397,878
811,18
2454,12
6535,18
6341,28
949,80
673,12
3010,10752
312,18
1091,9648
5460,53
1429,18
428,18
4171,35
7131,27
521,9648
9977,35
1585,18
3577,18
584,53
9716,10749
8908,99
5255,16
4437,878
1634,12
9604,28
3082,18
3131,18
8060,10749
9749,80
2115,18
941,12
3056,18
9707,9648
4966,36
2897,35
8223,35
5589,35
8214,18
9600,35
9039,18
5729,10749
2924,53
9625,80
4326,18
4857,80
869,53
9540,27
2163,53
8053,80
9475,18
1727,35
889,10751
808,10751
9545,28
2539,35
7457,80
8074,18
6312,12
2912,18
1163,18
2034,18
9958,35
9342,28
9905,80
33,37
308,35
2362,27
2441,18
2613,35
8961,53
244,28
4248,35
5967,18
9705,80
218,28
5748,18
853,10752
80,18
1992,53
9662,16
2115,10402
2981,12
5,80
565,9648
7445,18
4141,80
877,28
2045,9648
5998,18
644,18
2655,9648
9962,10749
1405,18
4985,80
634,35
275,80
5137,9648
9021,35
2109,35
522,18
9313,18
794,53
3542,10749
1911,28
5227,12
9631,18
964,27
9766,28
9341,12
6037,35
6078,53
8078,878
2016,36
9410,10749
1595,18
4191,10749
1936,12
9770,53
9717,12
184,35
9872,10749
8983,9648
606,18
1788,10751
5748,80
9400,80
8367,12
9273,12
597,18
3432,80
8929,36
8358,12
8337,27
9339,14
2162,28
9276,27
8053,18
1826,35
9835,35
4288,27
868,18
5172,12
8012,53
3933,10749
604,53
574,80
2528,10749
3934,18
2016,10752
9952,12
9439,53
2261,10402
635,9648
1788,10402
28,10752
1372,53
6795,10751
6187,18
2058,35
8247,14
2151,878
435,12
4285,18
1279,18
1073,53
2207,12
8204,12
398,18
8425,53
1937,18
1849,36
1642,53
4933,12
4377,10769
9425,28
941,28
8009,14
9359,37
186,18
9981,10749
7506,18
1788,10749
5602,18
8204,14
116,10749
249,53
83,53
607,28
9807,35
6964,18
6575,35
8997,27
1970,9648
467,27
1408,28
7237,14
153,18
9935,53
6538,18
455,18
885,18
1871,12
1593,14
692,35
9721,53
440,878
212,35
1285,80
3527,10402
2770,35
1363,28
180,878
8698,28
1273,16
9474,37
7459,10751
9042,27
918,10749
9367,80
1379,80
1377,10749
1595,36
709,28
157,878
5994,10749
6520,10749
7326,18
902,12
5185,12
6477,10402
6795,14
4722,27
9461,80
8984,80
1887,36
604,28
634,18
541,80
6637,9648
2675,878
440,53
277,14
2055,37
4241,35
5723,10402
4012,18
2148,10402
5491,10752
8780,35
9546,28
8410,18
58,28
2323,18
2185,28
5898,53
9499,35
9797,36
663,80
9385,12
5890,28
6078,10769
2149,53
9529,27
1278,10749
9327,35
7874,18
919,878
2102,18
9061,9648
8856,28
2891,18
1613,80
6278,12
2086,80
5601,9648
2200,36
3541,80
9397,28
7518,10751
2755,35
234,80
3469,10749
242,80
405,18
6396,10402
2282,10749
8768,80
435,28
425,10751
5916,28
5336,18
9737,28
6346,18
9423,28
1950,10749
8435,18
1551,18
3558,18
1413,10749
13,18
9882,80
9777,18
8430,36
9982,16
5183,18
1537,53
1535,53
8447,10749
552,35
5854,35
942,80
156,10749
9807,12
1552,35
689,18
9825,878
6312,28
8072,18
1372,18
876,14
7485,53
204,53
4228,53
6279,35
666,18
7300,10749
8066,18
820,36
2102,28
483,53
8443,18
2436,878
4997,80
227,18
2756,12
2098,10749
5780,9648
196,10751
781,18
2640,53
492,14
4578,18
4643,18
1701,28
4882,80
9656,27
5255,10751
2698,14
6477,10751
4558,14
802,18
3179,35
106,28
3025,878
4961,27
8075,18
9384,35
1679,27
9022,9648
3716,35
9423,878
3177,53
745,53
2362,53
6105,9648
5071,10402
4421,28
805,27
559,12
4917,18
294,18
8456,28
8390,35
3980,27
9268,18
9311,18
7015,80
2047,28
9481,18
2157,10751
771,35
9759,12
1273,12
7547,18
1783,36
769,18
9550,12
9870,10749
5302,35
8353,18
292,10402
8869,27
8470,53
3175,10752
9792,27
530,10751
3179,16
787,35
551,28
1548,18
2370,28
2097,878
9565,35
2241,35
9074,80
629,53
3683,18
1865,12
9526,18
1441,53
985,14
8079,35
2148,18
924,28
8888,18
944,35
9827,53
3107,878
9581,80
4484,35
1018,9648
1538,80
2029,35
4232,27
9691,28
1992,28
7551,28
976,18
9413,35
6793,80
1539,18
9978,12
9429,35
9540,18
3097,53
1403,28
857,36
9458,28
96,28
980,28
5241,18
754,53
8954,80
943,80
8998,18
7520,10749
902,878
879,10751
8054,12
4199,12
9515,28
9793,27
1824,10749
2619,35
247,18
9270,9648
311,80
775,12
9341,28
2140,80
1675,18
2199,27
9497,16
9021,14
1672,12
1870,35
812,10751
1090,53
9608,18
2100,28
983,18
4911,80
7978,27
9042,53
9693,28
3513,18
9899,35
168,878
1373,14
4551,35
1846,9648
2093,53
9914,12
7461,28
678,18
8067,35
9626,28
2262,80
1789,80
175,18
9395,53
9742,35
752,53
8941,18
9345,18
901,18
828,53
9813,18
2813,80
195,10749
8197,9648
1835,80
5549,28
411,12
2024,36
5544,36
2109,53
9695,18
8416,18
5353,18
9589,18
8095,18
9426,878
745,9648
1620,53
2397,28
830,878
8651,18
1499,10751
3097,10749
2575,18
279,10402
9074,28
2099,28
2325,18
7010,53
9945,14
226,80
1592,9648
5559,16
5147,12
1259,18
4024,10749
1995,28
9483,18
849,14
914,35
2487,18
1244,18
8900,10769
2292,35
3586,35
9768,35
827,53
2006,10749
1492,18
1124,18
2493,14
9085,35
1696,27
5549,53
2731,18
3177,28
601,10751
810,16
1990,80
7972,53
1678,53
2255,18
829,53
2045,53
410,35
219,35
8332,80
9260,35
2164,878
8922,27
1702,28
1955,18
1639,12
6643,10749
9100,18
5168,99
3472,18
4199,36
9268,53
92,99
9456,53
9721,80
9381,12
9756,53
9067,35
1815,53
2080,12
567,18
6078,35
3101,28
5924,80
1815,9648
3049,9648
9400,18
2269,27
9079,18
2787,878
4234,9648
8905,18
5698,37
8902,18
5595,9648
4896,35
2124,18
3093,9648
1786,18
3877,18
3014,53
7454,28
4523,10749
805,9648
8703,12
1593,35
9509,80
1892,28
5965,35
3602,27
3529,80
8872,35
5516,53
9488,28
948,27
7267,53
793,53
563,878
5353,28
9783,27
3084,14
1417,10752
2750,35
5334,18
8927,18
699,12
1722,18
4639,18
7220,28
1375,18
1787,10769
9824,14
5839,18
9955,35
822,10402
4169,18
9275,53
3541,10769
600,10752
2611,35
6589,12
856,80
595,80
5067,9648
9972,28
6878,35
530,878
90,80
2192,12
1904,18
2202,18
1772,18
9598,10751
1773,18
9036,10751
272,28
9465,18
1495,36
5622,18
9534,35
9031,35
167,18
2118,9648
2313,35
285,12
2965,878
580,12
2160,878
9615,80
471,18
8836,878
4499,35
9828,9648
663,53
2114,14
8357,99
2575,53
6077,53
1934,36
4949,37
9061,18
9323,28
823,16
1537,28
817,35
9954,878
9571,18
8645,53
4931,53
978,36
1039,10769
3575,27
9564,12
4031,35
1364,18
8333,53
858,35
2007,18
1619,80
614,18
630,12
9016,14
3030,878
8274,35
2649,53
788,10751
6473,53
2546,35
1714,18
201,53
1944,18
9533,80
3056,878
4154,18
1988,18
7520,18
9552,18
4868,18
9872,14
9053,12
9777,9648
9023,10751
676,36
281,80
1647,53
671,12
7344,35
3777,18
1049,53
1893,878
1923,18
9641,35
9990,28
9017,27
5544,10749
6973,80
9753,12
4269,18
8338,53
4599,35
2786,18
6593,28
8393,28
1803,28
1394,10749
9511,10749
1901,10749
9268,9648
2440,18
8691,27
8446,35
306,80
7840,14
9104,18
9806,10751
2118,80
4922,18
4909,28
8088,10749
7007,18
1391,10749
2395,10751
1697,18
8767,35
475,80
7500,28
4968,80
112,10749
553,18
2034,53
3635,10749
2062,16
9481,80
2860,18
1494,18
9813,53
318,53
5857,80
332,10751
3941,35
4255,35
4244,10751
9847,27
1093,80
4787,80
940,9648
939,18
710,28
618,18
9077,53
9963,9648
2897,14
751,9648
2263,53
9208,18
331,53
5183,35
102,10749
174,12
1838,18
381,10749
2757,35
243,10402
9945,53
9005,12
8779,10751
5156,18
1738,53
1058,28
9437,53
322,80
1770,18
3589,35
9822,14
6172,10752
90,35
257,10751
473,53
5236,9648
5723,18
986,35
9551,16
424,36
7237,28
3049,35
4365,35
4513,27
35,35
1433,18
8555,53
931,18
8852,27
3072,878
1990,9648
7512,35
9340,12
5955,80
7871,18
9556,80
467,53
5923,12
1058,18
4645,35
539,27
3084,36
8388,37
3055,10402
1818,53
2094,18
7453,35
6435,35
9671,12
9873,80
9654,28
1956,12
27,10749
2293,35
8346,18
9917,28
7085,12
3033,18
4912,10749
4918,18
603,28
329,878
4913,18
2000,12
161,53
2142,80
9099,10751
8850,878
9350,28
9319,53
1732,28
1933,9648
8966,14
8471,18
562,53
3472,53
7983,18
2757,18
4857,28
956,12
9698,80
9387,14
4983,28
3426,35
4398,35
9718,35
1677,10402
217,28
277,28
5174,28
8326,10751
9896,35
631,18
9980,18
469,18
8850,14
1632,18
9585,53
7443,10751
9445,53
3060,10749
251,9648
2454,14
9839,12
1623,80
4512,37
6399,28
7364,18
7012,18
707,53
9013,35
8088,53
6110,53
1632,80
4822,10749
8374,28
17,9648
832,18
759,35
3144,35
6641,10749
5255,14
7735,53
148,10749
9535,35
15,18
1544,35
2978,14
9511,35
9476,28
6105,80
4375,12
7216,27
535,18
9672,18
1593,28
2017,53
8488,10749
18,878
2322,18
9894,35
8372,37
2143,18
292,99
7549,18
408,16
4148,18
2460,10749
5638,10402
3083,35
4956,36
6399,35
985,18
1729,28
460,35
3088,18
1830,53
6968,53
4930,53
8653,18
3716,12
896,18
1499,35
707,28
2008,18
1672,53
9603,10749
1482,28
9453,36
8456,18
9476,10749
9084,10769
9466,18
8869,53
1571,53
38,10749
183,10749
1018,18
2620,28
2655,18
586,18
8643,80
8337,28
855,36
1813,18
6619,18
9411,53
9969,10751
431,878
7456,878
9976,10749
8453,28
6499,53
9689,35
9045,36
319,53
8422,18
5856,18
5961,14
4104,18
3699,9648
182,80
6476,37
5551,28
9040,36
9451,35
5201,18
9803,35
5261,35
9415,9648
1497,10751
1680,28
9408,10751
9873,53
8984,18
6476,35
9558,53
239,10749
8337,53
8129,18
241,18
9846,80
253,12
2043,28
9989,28
4049,18
2769,10402
4638,28
1368,53
2977,10749
9447,10751
19,878
7249,878
254,12
6171,27
199,28
9355,12
1255,27
1499,14
9570,12
554,10749
6072,53
9885,53
9949,27
163,80
3547,53
3175,10749
3065,35
2047,18
4946,80
7183,9648
3149,27
5038,18
8281,80
1566,10752
1619,18
8982,28
655,18
8697,35
4327,35
4105,28
9765,18
524,18
284,18
5731,53
8290,35
439,18
5961,18
1266,18
2270,14
6471,35
8289,18
1560,18
8199,878
9913,18
2015,18
1073,18
1996,12
9271,878
2179,10402
4347,18
9727,9648
1793,10751
8827,18
9829,53
5850,18
8076,35
9778,35
4203,35
1024,18
9038,35
9994,35
9804,12
7442,80
1842,18
6320,18
9895,18
2125,53
5470,27
794,27
647,14
924,27
148,18
9095,27
67,18
4486,18
8915,12
2861,35
103,18
219,10749
3173,53
66,53
1363,37
9526,35
2649,9648
2008,53
4479,18
8469,35
2613,10749
9802,53
2,80
6105,53
9664,28
7010,10752
7278,35
6522,80
4034,35
1696,18
317,18
9796,27
636,9648
9100,53
9965,35
5781,10749
9647,14
93,80
9683,35
5742,35
9256,28
4311,80
9407,53
4966,10752
2493,10749
8897,10749
9906,14
3767,10749
9457,12
9907,35
926,35
5549,12
7454,27
8745,10402
9519,80
9785,80
3598,18
9384,80
1585,10751
9027,35
9906,35
4252,18
8584,37
1260,16
9010,80
9561,99
9990,53
3478,36
488,10749
675,12
2587,10752
9594,18
5519,37
521,80
9314,878
8366,37
1103,878
4808,53
2929,878
570,18
783,18
7873,53
587,12
504,18
4984,18
9766,12
436,80
9581,18
1433,27
8843,53
2463,53
9697,9648
7096,14
123,18
1396,18
9093,18
146,18
2154,878
9466,35
337,18
7088,10749
2813,18
2469,80
246,28
840,878
9459,99
423,18
9078,16
9389,878
1051,80
6075,18
4657,80
5693,10751
3580,18
9884,18
9100,27
633,36
2463,18
6107,18
4911,53
2762,18
490,18
135,99
836,10769
3125,27
9829,28
1921,18
8749,35
8916,12
6341,53
3989,28
9899,10402
5289,80
6073,35
200,878
814,27
9291,18
4460,28
3587,10751
6320,80
2287,99
8198,28
8415,28
891,36
8883,18
8909,80
1931,10402
774,99
9715,10749
1961,35
7326,35
9946,9648
