18, Drama
12, Adventure
27, Horror
53, Thriller
14, Fantasy
16, Animation
878, Science Fiction
99, Documentary
10751, Family
37, Western
10770, TV Movie
36, History
28, Action
10769, Foreign
9648, Mystery
10402, Music
35, Comedy
10749, Romance
10752, War
80, Crime
