862,10194
710,645
9273,3167
8012,91698
9598,9435
9312,9818
755,10924
9102,122017
9737,14890
414,120794
5894,439053
8839,8819
8068,9649
1572,1570
9073,9328
9348,9887
9070,286162
1642,328073
3512,112399
76,123800
2292,182813
8467,96665
628,217704
11,10
527,300546
110,131
108,131
109,131
9059,115142
193,115570
3049,3167
9331,192492
9495,9436
888,351684
8587,94032
854,43072
1637,43064
8831,170452
8011,8050
2758,11716
9409,162028
306,85861
1634,9328
5503,134011
2019,412680
9255,52988
329,328
5550,5547
8850,105075
78,422837
9066,224478
771,9888
9277,330605
812,86027
280,528
268,120794
274,9743
8766,8917
954,87359
8840,169452
5801,158391
896,158391
8072,144146
9323,23026
532,529
627,424202
602,304378
9327,86028
9431,115142
238,230
62,4438
3529,47814
6878,43058
562,1570
88,86058
8491,118221
402,86336
1103,115838
4480,39460
4481,39460
531,529
1891,10
85,84
679,8091
429,48317
1892,10
348,8091
766,1960
539,119674
525,112636
240,230
530,529
218,528
829,359005
765,1960
105,264
8009,8050
756,55427
89,84
8077,8091
8851,422193
229,218406
9529,98580
7340,257053
377,8581
794,10919
145,498
199,115570
9279,307637
1573,1570
152,151
174,151
172,151
154,151
157,151
168,151
364,120794
9086,9329
621,86083
9037,86083
8845,112399
578,2366
579,2366
4232,2602
9404,269098
6499,286162
9360,105995
816,1006
1811,259398
330,328
1639,43064
415,120794
607,86055
9387,43055
4961,10721
1669,192492
9437,142680
3597,3601
1281,103372
563,10522
9823,9818
8078,8091
9714,9888
4233,2602
714,645
9922,351886
9033,9068
617,33059
9771,97771
846,19387
3050,3169
944,945
1051,155474
1366,1575
4488,9735
9725,9735
9728,9735
9730,9735
9731,9735
948,91361
609,10453
9552,12263
941,945
942,945
943,945
927,89151
928,89151
9342,1657
165,264
196,264
551,372257
3170,87250
242,230
9354,72119
9325,97459
2619,248126
97,63043
87,84
123,141290
2907,11716
4978,8783
8393,87805
805,264338
2182,47983
431,432
2109,90863
9877,52760
1091,479888
4437,4438
9945,348843
4518,100286
3600,3601
1678,374509
1680,374509
244,135495
9749,104833
9626,43055
707,645
9336,9338
9447,9435
200,115570
1369,5039
1368,5039
1370,5039
9326,89264
1367,1575
